"count","temp","windspeed","month","humidity"
2,9.02,8.9981,1,93
7,9.02,6.0032,1,93
32,9.02,6.0032,1,93
90,9.84,7.0015,1,92
197,9.84,7.0015,1,93
109,9.84,7.0015,1,93
47,10.66,8.9981,1,93
52,11.48,6.0032,1,87
70,12.3,6.0032,1,81
78,16.4,19.0012,1,62
75,16.4,16.9979,1,58
82,16.4,19.0012,1,54
104,15.58,26.0027,1,58
197,14.76,22.0028,1,57
161,13.94,19.0012,1,61
112,13.12,27.9993,1,57
76,13.12,19.9995,1,49
59,13.12,27.9993,1,49
59,12.3,11.0014,1,52
28,12.3,31.0009,1,52
8,6.56,7.0015,2,64
3,6.56,7.0015,2,69
2,6.56,0,2,69
2,6.56,0,2,69
3,5.74,0,2,93
22,5.74,0,2,93
52,6.56,0,2,93
135,6.56,0,2,93
116,6.56,0,2,93
47,6.56,0,2,93
51,7.38,0,2,86
55,8.2,0,2,86
52,8.2,0,2,86
54,9.02,6.0032,2,80
52,9.84,0,2,75
64,9.84,8.9981,2,75
176,9.84,0,2,75
168,9.84,7.0015,2,81
108,9.84,8.9981,2,81
74,9.02,8.9981,2,87
64,9.02,8.9981,2,87
36,9.02,6.0032,2,87
16,8.2,12.998,2,93
2,9.02,7.0015,2,93
3,9.02,12.998,2,93
4,9.02,8.9981,2,93
1,9.02,8.9981,2,93
1,9.02,19.0012,2,93
3,9.02,7.0015,2,93
18,9.02,7.0015,2,93
49,9.02,15.0013,2,93
155,9.02,15.0013,2,93
123,9.84,6.0032,2,93
61,9.02,0,2,100
52,9.84,12.998,2,93
64,9.84,15.0013,2,93
75,13.94,11.0014,2,93
63,15.58,26.0027,2,82
76,15.58,22.0028,2,76
103,14.76,19.9995,2,71
190,14.76,35.0008,2,53
182,13.94,36.9974,2,42
91,11.48,32.9975,2,45
75,9.84,36.9974,2,48
63,9.02,22.0028,2,47
40,9.02,16.9979,2,44
32,8.2,30.0026,2,44
12,8.2,30.0026,2,40
5,8.2,35.0008,2,44
2,7.38,16.9979,2,43
1,7.38,16.9979,2,43
2,6.56,19.9995,2,50
39,6.56,23.9994,2,43
87,5.74,22.0028,2,50
188,5.74,23.9994,2,50
133,6.56,19.9995,2,47
52,7.38,22.0028,2,43
64,7.38,30.0026,2,43
69,8.2,23.9994,2,40
51,8.2,27.9993,2,40
47,9.02,26.0027,2,37
60,9.02,22.0028,2,37
78,9.02,16.9979,2,37
175,8.2,12.998,2,40
147,8.2,11.0014,2,40
96,8.2,0,2,40
109,8.2,6.0032,2,47
54,7.38,7.0015,2,55
41,7.38,6.0032,2,51
38,8.2,7.0015,2,47
13,8.2,0,2,44
7,6.56,0,2,59
1,5.74,7.0015,2,63
1,5.74,7.0015,2,63
7,5.74,8.9981,2,63
28,6.56,0,2,55
87,5.74,0,2,59
220,5.74,8.9981,2,74
127,6.56,8.9981,2,80
51,8.2,8.9981,2,51
64,9.02,11.0014,2,51
86,9.84,11.0014,2,48
82,10.66,15.0013,2,50
91,11.48,11.0014,2,45
90,11.48,16.9979,2,48
99,12.3,15.0013,2,42
205,10.66,8.9981,2,56
155,9.84,7.0015,2,60
103,9.84,8.9981,2,65
71,9.84,11.0014,2,65
43,9.84,11.0014,2,70
46,9.84,11.0014,2,65
31,9.84,8.9981,2,70
39,9.84,11.0014,2,70
18,9.84,11.0014,2,65
17,9.84,11.0014,2,75
11,9.84,11.0014,2,75
8,9.02,8.9981,2,93
9,8.2,6.0032,2,100
4,8.2,0,2,100
4,9.02,6.0032,2,93
10,8.2,6.0032,2,100
20,8.2,6.0032,2,100
34,8.2,8.9981,2,100
47,9.02,8.9981,2,100
52,9.02,11.0014,2,100
72,9.02,11.0014,2,100
55,9.02,0,2,100
60,9.02,0,2,100
71,9.02,8.9981,2,100
78,9.84,19.0012,2,100
83,11.48,30.0026,2,93
84,11.48,30.0026,2,93
69,12.3,16.9979,2,87
56,10.66,12.998,2,100
45,10.66,8.9981,2,93
59,10.66,15.0013,2,93
39,10.66,12.998,2,70
44,10.66,27.9993,2,65
20,10.66,22.0028,2,60
13,10.66,6.0032,2,60
2,10.66,23.9994,2,60
1,10.66,15.0013,2,60
1,10.66,15.0013,2,60
8,9.84,11.0014,2,65
23,9.84,7.0015,2,65
45,11.48,7.0015,2,56
89,12.3,16.9979,2,52
117,13.12,16.9979,2,49
174,13.94,0,2,46
182,13.94,0,2,46
161,13.94,6.0032,2,46
182,13.94,6.0032,2,46
157,13.94,7.0015,2,49
121,13.94,0,2,46
78,12.3,11.0014,2,56
21,11.48,8.9981,2,61
26,11.48,7.0015,2,61
27,10.66,0,2,60
62,10.66,0,2,60
30,9.84,0,2,65
15,9.84,0,2,65
5,9.02,0,2,75
3,8.2,0,2,80
1,8.2,0,2,86
2,8.2,0,2,86
10,8.2,0,2,86
30,7.38,0,2,93
95,7.38,0,2,86
230,6.56,0,2,100
118,9.02,0,2,80
55,9.84,7.0015,2,75
47,12.3,6.0032,2,65
66,13.12,0,2,62
64,14.76,6.0032,2,57
60,14.76,6.0032,2,57
50,15.58,6.0032,2,54
114,14.76,8.9981,2,57
216,13.12,11.0014,2,70
175,13.94,8.9981,2,66
128,13.12,0,2,70
88,13.12,7.0015,2,70
78,13.12,0,2,70
37,11.48,6.0032,2,81
25,12.3,0,2,81
10,11.48,0,2,87
4,11.48,0,2,87
2,10.66,7.0015,2,93
1,11.48,11.0014,2,93
3,10.66,11.0014,2,93
2,10.66,22.0028,2,81
39,10.66,22.0028,2,70
100,9.84,27.9993,2,65
243,9.84,32.9975,2,56
135,9.84,32.9975,2,52
48,9.02,36.9974,2,47
50,9.02,31.0009,2,47
65,9.84,32.9975,2,38
50,9.84,30.0026,2,32
64,9.02,27.9993,2,37
51,9.02,26.0027,2,35
83,9.02,35.0008,2,35
176,9.02,39.0007,2,32
152,8.2,26.0027,2,32
101,6.56,31.0009,2,40
56,6.56,22.0028,2,40
54,5.74,31.0009,2,33
29,4.92,23.9994,2,33
12,4.92,22.0028,2,33
17,4.1,23.9994,2,36
7,4.1,15.0013,2,36
3,3.28,19.0012,2,38
2,2.46,8.9981,2,45
7,2.46,7.0015,2,45
43,2.46,0,2,45
99,2.46,7.0015,2,49
199,4.1,0,2,42
123,4.92,11.0014,2,39
59,5.74,0,2,36
41,5.74,11.0014,2,43
61,7.38,15.0013,2,40
69,7.38,16.9979,2,40
58,8.2,19.9995,2,34
64,8.2,19.0012,2,34
79,8.2,16.9979,2,37
166,8.2,16.9979,2,34
170,7.38,19.9995,2,47
88,5.74,16.9979,2,86
84,5.74,11.0014,2,86
83,5.74,11.0014,2,86
46,6.56,11.0014,2,80
37,6.56,12.998,2,80
16,5.74,12.998,2,86
7,5.74,8.9981,2,80
3,5.74,8.9981,2,80
1,5.74,15.0013,2,59
6,4.92,15.0013,2,50
26,4.92,19.0012,2,54
99,4.1,27.9993,2,50
178,4.1,22.0028,2,49
122,4.92,23.9994,2,42
35,4.92,19.9995,2,42
45,5.74,23.9994,2,39
69,6.56,26.0027,2,34
62,7.38,19.9995,2,29
48,8.2,19.0012,2,27
50,8.2,16.9979,2,25
80,8.2,19.9995,2,27
165,7.38,12.998,2,26
160,6.56,8.9981,2,28
112,5.74,7.0015,2,28
97,5.74,6.0032,2,31
72,5.74,0,2,39
51,4.92,0,2,39
34,4.92,7.0015,2,42
14,4.1,7.0015,2,49
7,4.1,6.0032,2,54
3,4.1,6.0032,2,54
4,3.28,6.0032,2,63
24,4.1,0,2,68
74,3.28,0,2,73
216,4.1,11.0014,2,74
140,4.92,15.0013,2,74
44,5.74,12.998,2,69
64,9.02,8.9981,2,47
71,9.02,8.9981,2,47
110,9.84,12.998,2,35
84,12.3,16.9979,2,26
74,13.12,11.0014,2,21
125,12.3,12.998,2,28
211,12.3,0,2,24
174,11.48,0,2,28
101,10.66,0,2,33
63,9.02,8.9981,2,55
47,8.2,8.9981,2,59
43,8.2,6.0032,2,64
53,7.38,0,2,69
30,6.56,6.0032,2,69
24,5.74,0,2,86
15,5.74,0,2,80
10,4.92,0,2,80
4,4.92,6.0032,2,74
1,4.92,6.0032,2,74
2,4.92,12.998,2,93
11,4.92,7.0015,2,80
30,5.74,8.9981,2,86
43,6.56,8.9981,2,64
84,9.02,16.9979,2,41
114,12.3,22.0028,2,28
120,12.3,31.0009,2,39
135,12.3,27.9993,2,39
120,13.94,19.0012,2,31
174,13.94,27.9993,2,29
145,13.94,27.9993,2,29
137,13.12,35.0008,2,31
64,11.48,22.0028,2,38
41,11.48,11.0014,2,38
40,10.66,15.0013,2,41
51,10.66,0,2,41
45,9.84,6.0032,2,44
32,9.02,8.9981,2,51
39,8.2,7.0015,2,64
24,8.2,6.0032,2,59
20,8.2,6.0032,2,75
12,8.2,7.0015,2,69
2,8.2,11.0014,2,69
5,8.2,8.9981,2,69
3,9.02,0,2,55
12,9.02,12.998,2,64
47,9.84,15.0013,2,60
105,12.3,22.0028,2,45
112,13.12,30.0026,2,39
152,14.76,31.0009,2,32
154,15.58,23.9994,2,29
161,16.4,27.9993,2,30
162,16.4,19.9995,2,30
134,17.22,22.0028,2,28
125,17.22,22.0028,2,28
95,16.4,19.9995,2,32
61,16.4,19.0012,2,35
47,16.4,22.0028,2,35
51,16.4,23.9994,2,35
36,16.4,19.9995,2,35
30,16.4,23.9994,2,35
11,15.58,23.9994,2,37
7,15.58,23.9994,2,37
2,14.76,19.9995,2,40
2,13.94,15.0013,2,46
2,13.12,19.0012,2,53
3,13.12,19.0012,2,53
26,13.94,19.9995,2,46
98,13.94,19.9995,2,46
256,15.58,31.0009,2,40
130,16.4,26.0027,2,37
55,18.04,15.0013,2,33
53,21.32,16.9979,2,23
126,22.96,30.0026,2,22
120,23.78,26.0027,2,19
90,24.6,32.9975,2,15
90,22.96,43.9989,2,21
118,21.32,31.0009,2,27
243,18.86,40.9973,2,33
205,16.4,40.9973,2,40
98,15.58,32.9975,2,43
70,14.76,31.0009,2,46
43,14.76,35.0008,2,50
45,13.94,43.9989,2,46
20,13.12,32.9975,2,49
19,12.3,27.9993,2,49
5,12.3,51.9987,2,42
3,11.48,46.0022,2,41
1,9.02,35.0008,2,37
4,9.02,31.0009,2,32
30,8.2,22.0028,2,32
105,8.2,23.9994,2,32
223,8.2,23.9994,2,32
110,9.02,30.0026,2,29
52,9.84,19.0012,2,27
57,10.66,16.9979,2,25
71,11.48,16.9979,2,24
82,13.12,15.0013,2,21
79,13.94,15.0013,2,19
85,13.94,11.0014,2,19
98,13.94,16.9979,2,19
206,13.12,15.0013,2,22
212,12.3,8.9981,2,22
145,11.48,8.9981,2,26
101,10.66,7.0015,2,33
66,9.84,0,2,52
41,9.84,0,2,44
20,9.02,6.0032,2,44
15,9.02,6.0032,2,41
9,8.2,6.0032,2,44
1,8.2,12.998,2,47
1,8.2,12.998,2,51
5,8.2,12.998,2,47
33,8.2,15.0013,2,55
108,8.2,15.0013,2,55
230,9.02,11.0014,2,55
124,9.84,19.0012,2,52
69,10.66,26.0027,2,41
66,13.94,19.9995,2,34
86,15.58,22.0028,2,32
93,17.22,23.9994,2,30
82,18.86,27.9993,2,28
117,18.86,27.9993,2,28
122,18.86,26.0027,2,31
255,18.86,19.0012,2,28
222,16.4,15.0013,2,40
161,13.94,15.0013,2,53
118,15.58,12.998,2,43
92,14.76,12.998,2,46
73,13.94,12.998,2,53
33,15.58,15.0013,2,40
17,13.94,12.998,2,53
6,13.94,15.0013,2,53
6,13.94,15.0013,2,53
4,13.94,12.998,2,53
4,13.12,12.998,2,57
12,13.12,6.0032,2,66
47,12.3,8.9981,2,70
126,13.12,7.0015,2,57
285,13.12,6.0032,2,57
179,14.76,12.998,2,57
88,15.58,12.998,2,54
90,18.04,16.9979,2,44
101,19.68,15.0013,2,41
123,22.14,15.0013,2,34
81,24.6,15.0013,2,31
106,24.6,16.9979,2,28
146,22.96,19.9995,2,35
274,23.78,19.9995,2,32
222,22.14,19.0012,2,42
175,19.68,22.0028,2,55
139,19.68,22.0028,2,59
124,21.32,26.0027,2,55
76,20.5,19.0012,2,59
44,18.86,19.9995,2,67
32,18.04,19.0012,2,72
8,18.04,15.0013,2,72
7,18.04,19.0012,2,72
8,18.86,16.9979,2,67
1,18.86,16.9979,2,67
7,18.86,7.0015,2,67
50,18.04,11.0014,2,72
116,17.22,15.0013,2,77
272,17.22,12.998,2,77
169,17.22,12.998,2,77
95,18.04,15.0013,2,72
113,18.04,11.0014,2,72
185,20.5,12.998,2,59
176,24.6,12.998,2,43
191,27.06,19.9995,2,36
172,27.06,22.0028,2,36
232,27.06,19.0012,2,36
327,27.06,23.9994,2,34
224,26.24,22.0028,2,33
162,25.42,39.0007,2,29
124,24.6,12.998,2,31
72,23.78,32.9975,2,21
107,22.14,16.9979,2,10
77,21.32,19.0012,2,8
29,19.68,32.9975,2,12
31,18.86,27.9993,2,14
17,18.04,26.0027,2,13
7,17.22,19.9995,2,14
3,16.4,22.0028,2,15
3,16.4,22.0028,2,15
6,16.4,27.9993,2,17
22,15.58,35.0008,2,17
45,15.58,39.0007,2,17
55,16.4,43.9989,2,16
106,17.22,39.0007,2,16
123,18.04,39.0007,2,16
119,18.04,32.9975,2,18
155,18.04,40.9973,2,16
196,18.86,43.9989,2,15
171,18.04,50.0021,2,16
120,18.04,43.0006,2,16
127,17.22,40.9973,2,19
88,14.76,30.0026,2,25
59,13.94,23.9994,2,29
47,13.12,35.0008,2,28
33,13.12,36.9974,2,26
44,12.3,32.9975,2,28
29,11.48,30.0026,2,33
7,12.3,31.0009,3,70
3,10.66,23.9994,3,70
4,9.84,26.0027,3,65
2,9.02,19.0012,3,69
1,9.02,16.9979,3,69
2,8.2,19.0012,3,64
46,8.2,19.9995,3,59
107,8.2,22.0028,3,59
214,8.2,26.0027,3,59
124,9.02,27.9993,3,55
68,9.84,19.0012,3,52
56,11.48,16.9979,3,45
86,12.3,8.9981,3,39
78,13.12,0,3,39
79,13.12,8.9981,3,36
64,13.94,0,3,34
102,13.94,6.0032,3,34
242,13.94,6.0032,3,34
224,13.12,12.998,3,39
119,12.3,8.9981,3,49
88,12.3,6.0032,3,61
63,10.66,0,3,56
47,9.84,7.0015,3,62
25,9.84,15.0013,3,65
8,9.02,11.0014,3,69
4,9.02,12.998,3,69
2,9.02,12.998,3,69
4,9.02,19.0012,3,69
1,8.2,8.9981,3,75
5,9.02,15.0013,3,69
40,9.02,16.9979,3,55
110,9.02,16.9979,3,64
256,9.84,19.0012,3,65
148,11.48,19.9995,3,56
76,13.12,19.0012,3,49
73,13.94,22.0028,3,53
82,16.4,12.998,3,43
125,20.5,0,3,25
96,21.32,19.9995,3,23
110,22.14,27.9993,3,19
139,22.14,22.0028,3,19
268,20.5,19.0012,3,23
201,18.86,32.9975,3,23
150,16.4,35.0008,3,28
95,14.76,27.9993,3,29
71,13.94,31.0009,3,29
48,12.3,36.9974,3,26
22,10.66,35.0008,3,30
13,9.84,31.0009,3,30
1,9.84,31.0009,3,30
3,8.2,31.0009,3,27
1,8.2,31.0009,3,27
1,6.56,32.9975,3,31
8,5.74,19.9995,3,33
35,5.74,19.9995,3,33
111,4.92,27.9993,3,42
220,5.74,19.9995,3,39
145,6.56,19.0012,3,37
56,7.38,12.998,3,29
50,8.2,6.0032,3,29
72,9.02,8.9981,3,25
80,9.02,6.0032,3,25
78,9.84,7.0015,3,21
68,9.84,0,3,23
71,10.66,0,3,23
202,10.66,0,3,22
167,9.84,22.0028,3,35
106,8.2,16.9979,3,40
70,8.2,6.0032,3,40
51,7.38,7.0015,3,40
53,8.2,0,3,40
23,7.38,6.0032,3,43
12,8.2,12.998,3,55
4,7.38,12.998,3,64
2,7.38,12.998,3,64
1,7.38,16.9979,3,74
1,7.38,12.998,3,74
7,6.56,8.9981,3,74
29,6.56,6.0032,3,74
83,6.56,8.9981,3,80
228,7.38,8.9981,3,74
150,9.02,8.9981,3,60
